pair_id,investigator_id,investigator_name,investigator_paradigm,investigator_family,evidence_top3,opportunity_id,notice_number,notice_title,designation,notice_family,purpose_excerpt,stratum,synthetic,tier_a,reason_a,axis_reason_a,tier_b,reason_b,axis_reason_b,tier_adj,reason_adj,axis_reason_adj,notes
g045,b924126a-c516-494a-a2dc-20d1389a0a3f,Sagar P Bapat,Translational,translational,Immune Dysregulation in Obesity. | TAMing immunity through an unexpected source. | SARS-CoV-2 seroprevalence and neutralizing activity in donor and patient blood.,10739bb1-5684-44d8-988b-c5f286f05dac,RFA-AI-27-004,Atopic Dermatitis Research Network (ADRN) (U19 Clinical Trial Optional),Clinical Trial Optional,none,"Atopic Dermatitis (AD) is a chronic inflammatory pruritic skin disease that affects approximately 11% of children and up to 9% of adults in the United States. AD is associated with defective skin barrier function as well as with several cutaneous immune abnormalities, including type 2 inflammation, decreased expression of antimicrobial peptides, and low numbers of plasmacytoid dendritic cells. These abnormalities, several of which have been previously identified by the Atopic Dermatitis Research Network (ADRN), appear to translate into cutaneous defense defects given that patients with AD…",current,,,,,,,,,,,
g046,0e37b839-604f-459f-a705-c407ed1c75d6,Jarish N Cohen,Translational,translational,Regulatory T cells in skin utilize the Cxcr4-Cxcl12 axis to promote hair follicle regeneration. | Regulatory T cells in skin mediate immune privilege of the hair follicle stem cell niche. | CD4+ T Cells Occupy Perivascular and Perifollicular Niches in Healthy Human Skin.,10739bb1-5684-44d8-988b-c5f286f05dac,RFA-AI-27-004,Atopic Dermatitis Research Network (ADRN) (U19 Clinical Trial Optional),Clinical Trial Optional,none,"Atopic Dermatitis (AD) is a chronic inflammatory pruritic skin disease that affects approximately 11% of children and up to 9% of adults in the United States. AD is associated with defective skin barrier function as well as with several cutaneous immune abnormalities, including type 2 inflammation, decreased expression of antimicrobial peptides, and low numbers of plasmacytoid dendritic cells. These abnormalities, several of which have been previously identified by the Atopic Dermatitis Research Network (ADRN), appear to translate into cutaneous defense defects given that patients with AD…",current,,,,,,,,,,,
g047,0bf8ba05-d253-42b8-aa1a-de8ab4350924,Minnie M Sarwal,Translational,translational,Novel mechanism for tubular injury in nephropathic cystinosis. | Proteome Analysis for Inflammation Related to Acute and Convalescent Infection. | Plasma proteome perturbation for CMV DNAemia in kidney transplantation.,10739bb1-5684-44d8-988b-c5f286f05dac,RFA-AI-27-004,Atopic Dermatitis Research Network (ADRN) (U19 Clinical Trial Optional),Clinical Trial Optional,none,"Atopic Dermatitis (AD) is a chronic inflammatory pruritic skin disease that affects approximately 11% of children and up to 9% of adults in the United States. AD is associated with defective skin barrier function as well as with several cutaneous immune abnormalities, including type 2 inflammation, decreased expression of antimicrobial peptides, and low numbers of plasmacytoid dendritic cells. These abnormalities, several of which have been previously identified by the Atopic Dermatitis Research Network (ADRN), appear to translate into cutaneous defense defects given that patients with AD…",current,,,,,,,,,,,
g048,95effb4f-2266-434a-8a2c-897d9fcea97a,Synthia H Mellon,Human biospecimen / translational human biology,translational,Circulating cell-free mitochondrial DNA levels and glucocorticoid sensitivity in a cohort of male veterans with and without combat-related PTSD. | Kynurenine Metabolism is Associated with Antidepressant Response to Selective Serotonin Reuptake Inhibitors. | Low serum brain-derived neurotrophic factor is associated with suicidal ideation in major depressive disorder.,1208143b-9f0f-4d3d-8e02-2a58d443966d,PAR-27-112,Paul B. Beeson Emerging Leaders Career Development Award in Aging (K76 Clinical Trial Not Allowed),Clinical Trial Not Allowed,none,"The National Institute on Aging invites early-stage clinician-scientists to apply for the Beeson K76 award with the goal of advancing their research and leadership skills in their specialty and in the broader field of aging research. Unlike other mentored K awards, candidates for this award must have received competitively awarded research support as a Program Director/Primary Investigator (PD/PI) at the faculty level or have otherwise leveraged faculty-level research support to develop an independent line of research. Candidates must show evidence of leadership in the clinical or research…",current,,,,,,,,,,,
g049,cf221f73-5713-4ed0-b50c-b5ab4a2e3a36,Aric A Prather,Clinical observational,clinical,Racial Group Differences in NREM Sleep Physiology Contribute to Memory Vulnerability. | Disturbed sleep after lung transplantation is associated with worse patient-reported outcomes and chronic lung allograft dysfunction. | Disturbed sleep after lung transplantation is associated with worse patient-reported outcomes and chronic lung allograft dysfunction.,aa6aca0b-ec1b-4c26-9183-9916d894b073,PAR-25-067,Social disconnection and Suicide Risk in Late Life (R01 Clinical Trial Optional),Clinical Trial Optional,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to encourage research that addresses the link between social disconnection in late-life and late-life suicidal thoughts and behaviors. Of specific interest is research that identifies mechanisms by which social disconnection confers risk for, and social integration protects against, suicidal thoughts and behaviors in late life. Mechanisms to be considered exist at multiple levels of analysis, including but not limited to neurobiological, behavioral, and environmental. This NOFO solicits R01 applications, while the companion…",current,,,,,,,,,,,
g050,2852a78f-5026-4c54-b77b-a9ae7c1d0d17,Andrei Goga,Molecular / cellular mechanistic,discovery,Tumor cell-adipocyte gap junctions activate lipolysis and contribute to breast tumorigenesis. | Alanine catabolism as a targetable vulnerability for MYC-driven liver cancer. | Tumor Cell Spatial Organization Directs EGFR/RAS/RAF Pathway Primary Therapy Resistance through YAP Signaling.,61234cd8-5258-44d5-be38-222ebf62d029,PAR-24-306,Research Projects to Enhance Applicability of Mammalian Models for Translational Research (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) invites applications for projects to expand, improve, or transform the utility of mammalian cancer and tumor models for translational research. The NCI, through this NOFO, encourages submission of projects devoted to demonstrating that mammalian models, including organoids, tumoroids and cell models, used for translational research are robust representations of human biology, are appropriate to test questions of clinical importance, and provide reliable information for patient benefit. These practical…",current,,,,,,,,,,,
g051,a74d996e-1187-417c-9178-4223ef0a38ba,Raja Rajalingam,Translational,translational,Global patterns of KIR genotype diversity reflect human migration and regional differences. | Assessing the interoperability of single antigen bead assays across vendors to enhance the accuracy and efficiency of HLA antibody measurement in transplant patients. | Experimental and clinical data analysis for identification of COVID-19 resistant ACE2 mutations.,e6d15fed-92e7-425c-816e-564bdaadcabe,PAR-25-068,"Pilot Studies of Biological, Behavioral and Social Mechanisms Contributing to HIV Pathogenesis Within the Mission of NIDDK (R21 Clinical Trial Not Allowed)",Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) invites applications for innovative basic and translational pilot research projects within the mission of NIDDK that are aligned with NIH HIV/AIDS research priorities. These priorities were most recently outlined by the NIH Office of AIDS Research (OAR) in NOT-OD-20-018, UPDATE: NIH HIV/AIDS Research Priorities and Guidelines for Determining HIV/AIDS Funding. Potential topics could address multiple overarching priorities. These include elucidation of unique pathophysiological mechanisms contributing to HIV comorbidities, coinfections, and…",current,,,,,,,,,,,
g052,574dee7a-dcf3-41e5-b75a-3fe9295e5ed9,Michael R Wilson,Molecular / cellular mechanistic,discovery,Metagenomic Next-Generation Sequencing of Cerebrospinal Fluid for the Detection of Central Nervous System Pathogens. | An autoantibody signature predictive for multiple sclerosis. | Antigen-Specific T Cell Receptor Discovery for Treating Progressive Multifocal Leukoencephalopathy.,8377a065-fed6-42a9-91a3-b8b66c3c45bf,PAR-25-038,Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high-confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular, and circuit substrates of neural function. For the purposes of this NOFO, the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ or in vitro…",current,,,,,,,,,,,
g053,b924126a-c516-494a-a2dc-20d1389a0a3f,Sagar P Bapat,Translational,translational,Immune Dysregulation in Obesity. | TAMing immunity through an unexpected source. | SARS-CoV-2 seroprevalence and neutralizing activity in donor and patient blood.,45031d63-28a3-40da-8a70-ff5fb2a8ac9e,PAR-25-070,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/glucose-dependent insulinotropic polypeptide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",current,,,,,,,,,,,
g054,a1c35710-4eee-4394-85bd-3df2524af116,Jue Lin,Translational,translational,Stress and telomere shortening: Insights from cellular mechanisms. | Telomere length measurement by qPCR - Summary of critical factors and recommendations for assay design. | Are long telomeres better than short? Relative contributions of genetically predicted telomere length to neoplastic and non-neoplastic disease risk and population health burden.,df012b61-6d8b-4a6b-aaa8-4075921f3454,PAR-25-066,Social disconnection and Suicide Risk in Late Life (R21 Clinical Trial Optional),Clinical Trial Optional,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to encourage research that addresses the link between social disconnection in late-life and late-life suicidal thoughts and behaviors. Of specific interest is research that identifies mechanisms by which social disconnection confers risk for, and social integration protects against, suicidal thoughts and behaviors in late life. Mechanisms to be considered exist at multiple levels of analysis, including but not limited to neurobiological, behavioral, and environmental. This NOFO solicits R21 applications, while the companion…",current,,,,,,,,,,,
g055,b4a80e13-080a-4c22-b726-7d9df21c19be,Lewis L Lanier,Translational,translational,FcɛR1γ-based activating chimeric antigen receptor enhanced natural killer cell function against HLA-E+ cells. | SYK negatively regulates ITAM-mediated human NK cell signaling and CD19-CAR NK cell efficacy. | ITAM-based receptors in natural killer cells.,803a9b60-5c51-46a4-915c-32af964dc9b7,PAR-25-447,"NHLBI TOPMed: Omics Phenotypes of Heart, Lung, and Blood Disorders (X01 - Clinical Trial Not Allowed)",Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) invites applications to use NHLBI-funded TransOmics for Precision Medicine (TOPMed) program to access TOPMed capacity to generate a large volume of integrated genetic and multi-omics data to facilitate discovery of the molecular mechanisms of Heart, Lung, Blood, and Sleep (HLBS) disorders. No funding will be provided under this NOFO. The genomic data and related phenotypic data will be deposited in a public NIH-designated controlled-access database such as the database for Genotypes and Phenotypes (dbGaP) and NHLBI's BioData Catalyst (BDC). The…",current,,,,,,,,,,,
g056,c72b5d76-8aee-4989-843f-a7b88a3eb5ab,Wilson Liao,Clinical observational,clinical,Risk of Cutaneous T Cell Lymphoma with Psoriasis Biologic Therapies. | Living with Psoriasis Vulgaris and Multi-Treatment Failure: A Patient and Dermatologist Perspective. | Ethnoracial representation in hidradenitis suppurativa clinical trials.,4362f319-d00b-4b27-b14a-2c7569d62675,PAR-24-279,Exploratory Clinical Trial Grants in Arthritis and Musculoskeletal and Skin Diseases (R61 Clinical Trial Required),Clinical Trial Required,clinical,"This Notice of Funding Opportunity (NOFO) is designed to facilitate clinical trials that can be completed within a limited time frame. A broad range of types of exploratory studies may be submitted to this NOFO. The trials must address research questions related to the mission and goals of the NIAMS and may evaluate interventions with drugs, biologics, devices, or surgical, dietary, behavioral or rehabilitation therapies.",current,,,,,,,,,,,
g057,63fbd234-d5ac-40ab-89dc-e78aee54dccd,Anita Sil,Molecular / cellular mechanistic,discovery,Transcriptomic atlas throughout Coccidioides development reveals key phase-enriched transcripts of this important fungal pathogen. | A remarkable expansion of secreted cysteine knot proteins reveals novel virulence factors in the human fungal pathogen Histoplasma. | Chemical stimuli override a temperature-dependent morphological program by reprogramming the transcriptome of a fungal pathogen.,5fda7616-99f5-40d4-abab-d5db4df5326b,PAR-25-037,Cellular and Molecular Biology of Complex Brain Disorders (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular and circuit substrates of neural function. For the purposes of this NOFO , the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ, or in vitro…",current,,,,,,,,,,,
g058,32e0b39a-10ea-40e1-affa-055f3f463cb2,Julie D Saba,Molecular / cellular mechanistic,discovery,"Pyridoxine supplementation confers protection against SGPL1R222Q variant sphingosine phosphate lyase insufficiency syndrome. | AF1q is a universal marker of neuroblastoma that sustains N-Myc expression and drives tumorigenesis. | UCSF Profiles narrative (prior — reliability 0.6, never counted as a source)",5fda7616-99f5-40d4-abab-d5db4df5326b,PAR-25-037,Cellular and Molecular Biology of Complex Brain Disorders (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular and circuit substrates of neural function. For the purposes of this NOFO , the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ, or in vitro…",current,,,,,,,,,,,
g059,822ef3ae-100f-4273-82dd-41f68b85c283,Owen M Wolkowitz,Human biospecimen / translational human biology,translational,"Shorter telomere length predicts poor antidepressant response and poorer cardiometabolic indices in major depression. | ""GrimAge,"" an epigenetic predictor of mortality, is accelerated in major depressive disorder. | Kynurenine Metabolism is Associated with Antidepressant Response to Selective Serotonin Reuptake Inhibitors.",2eba4120-7afb-49d9-b61b-26fb601619b4,PAR-25-282,Mood and Psychosis Symptoms during the Menopause Transition (R21 Clinical Trial Optional),Clinical Trial Optional,none,"The purpose of this Notice of Funding Opportunity (NOFO) is to encourage applications that will advance mechanistic and translational research on the onset and worsening of mood and psychotic disorders during the menopausal transition (or perimenopause). In particular, NIMH seeks research that will advance understanding of the underlying neurobiological and behavioral mechanisms of mood disruption, emotion dysregulation, and psychosis during the menopausal transition and that will identify novel targets for future mental health interventions or prevention efforts. This NOFO uses the R21…",current,,,,,,,,,,,
g060,f9277779-7686-4966-a0ee-20d31ac0dd0e,Matthew F Krummel,Translational,translational,Local gene editing of fibroblasts in tumors reveals a new cancer-associated fibroblast state. | Differential assembly of mouse and human tumor microenvironments. | Targeting CD206+ macrophages disrupts the establishment of a key antitumor immune axis.,38d8ea13-e780-4d8e-beee-9e3dc4d9c2b3,PAR-24-311,Molecular Imaging of Inflammation in Cancer (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) invites research grant applications (R01) for the development and application of current and emerging molecular imaging methods to gain fundamental insights into cancer inflammation in vivo. The motivation for this initiative is the recognition that much of the current imaging research on inflammation in cancer relies heavily on in vitro and ex vivo methods. These approaches have limited potential to provide significant insights into the dynamic interactions between cancer and inflammation. Utilizing…",current,,,,,,,,,,,
g061,4ebd85b5-967b-4c88-99c1-d18cde340a6b,Thea D Tlsty,Molecular / cellular mechanistic,discovery,Proteomic Analysis of Breast Cancer Subtypes Identifies Stromal Protein Profiles that Contribute to Aggressive Malignant Behavior. | An adaptive Epithelial-Mesenchymal Transition Program Enables Basal Epithelial Cells to Bypass Stress-Induced Stasis and Contributes to Metaplastic Breast Cancer Progenitor State. | A Fibroblast State Choreographs an Epithelial YAP-dependent Regenerative Program Essential to (Pre)malignancy via ECM-mediated Mechanotransduction.,5fda7616-99f5-40d4-abab-d5db4df5326b,PAR-25-037,Cellular and Molecular Biology of Complex Brain Disorders (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular and circuit substrates of neural function. For the purposes of this NOFO , the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ, or in vitro…",current,,,,,,,,,,,
g062,0e37b839-604f-459f-a705-c407ed1c75d6,Jarish N Cohen,Translational,translational,Regulatory T cells in skin utilize the Cxcr4-Cxcl12 axis to promote hair follicle regeneration. | Regulatory T cells in skin mediate immune privilege of the hair follicle stem cell niche. | CD4+ T Cells Occupy Perivascular and Perifollicular Niches in Healthy Human Skin.,da593ebd-c9e7-4de4-b26f-037d771049f3,PAR-25-145,Clinical Characterization of Cancer Therapy-induced Adverse Sequelae and Mechanism-based Interventional Strategies (R01 Clinical Trial Optional),Clinical Trial Optional,discovery,"The purpose of this Notice of Funding Opportunity (NOFO) is to promote research studies designed to address adverse sequelae of cancer therapies that persist and become chronic co-morbidities or develop as delayed posttreatment effects. This NOFO supports basic, translational, and clinical research projects that seek to identify the mechanisms of therapy-induced adverse sequelae, clinically characterize the adverse sequelae, and translate the mechanistic understanding into therapeutic approaches to prevent or minimize the development of long-term sequelae. The scope of research projects…",current,,,,,,,,,,,
g063,b7df095b-3f23-4a47-93a7-d9e8d86b828f,Jacob S Young,Clinical observational,clinical,Impact of Postoperative Diffuse-Weighted Imaging Rim Restriction on Neurological Outcomes After Resection of Newly Diagnosed Isocitrate Dehydrogenase-Wildtype Glioblastoma. | Management of glioma-associated epilepsy in the molecular era: a review of the literature and an institutional experience. | Maximum safe resection of insular gliomas: update on surgical outcomes from 500 cases.,8d5bbdf0-55b0-4125-a94c-56e5e7a8d4c8,RFA-MH-26-170,BRAIN Initiative: Development and Validation of Novel Tools to Probe Cell-Specific and Circuit-Specific Processes in the Brain (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,cross_cutting,"The purpose of this Brain Research through Advancing Innovative Neurotechnologies® (BRAIN) Initiative is to encourage research that will develop and validate novel tools to facilitate the detailed analysis of complex circuits and provide insights into cellular interactions that underlie brain function. The new tools and technologies should inform and/or exploit cell-type and/or circuit-level specificity. Plans for validating the utility of the tool/technology will be an essential feature of a successful application. The development of new genetic and non-genetic tools for delivering genes,…",current,,,,,,,,,,,
g064,19b3c8a1-acbf-4633-8ade-e2226003f3b7,Dean Sheppard,Animal-model research,preclinical,Impaired Myofibroblast Proliferation is a Central Feature of Pathologic Post-Natal Alveolar Simplification. | Clonal expansion of alveolar fibroblast progeny drives pulmonary fibrosis in mouse models. | Impaired myofibroblast proliferation is a central feature of pathologic post-natal alveolar simplification.,8377a065-fed6-42a9-91a3-b8b66c3c45bf,PAR-25-038,Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high-confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular, and circuit substrates of neural function. For the purposes of this NOFO, the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ or in vitro…",current,,,,,,,,,,,
g065,ad5226ff-7139-44df-a6f0-c7e6ee9b83c0,Zoltan G Laszik,Human biospecimen / translational human biology,translational,UNLOCKING MULTI-SAMPLE DIFFERENTIAL EXPRESSION FOR SPATIAL TRANSCRIPTOMICS DATA WITH TESSERA. | Case Series of Histopathological Findings in Chronic Kidney Disease: Insights From the Kidney Precision Medicine Project. | Novel In Situ Hybridization and Multiplex Immunofluorescence Technology Combined With Whole-slide Digital Image Analysis in Kidney Transplantation.,286b4416-115f-4bbf-b4e9-37b6a4547156,PAR-26-115,"Institutional Network Award for Promoting Kidney, Urologic, and Hematologic Research Training (U2C - Clinical Trial Not Allowed)",Clinical Trial Not Allowed,none,"The Kidney, Urologic, and Hematologic research communities are facing daunting workforce issues. As such, there is a critical need to recruit, train, and retain trainees engaged in research in KUH mission areas, including non-malignant kidney, urologic, and/or hematologic research, encompassing both adult and pediatric conditions, and provide them with the coordinated support, resources, and networks they need to succeed and lead. Solutions to the difficult and complicated scientific questions facing the kidney, urologic, and hematologic communities demand well-trained basic, translational,…",current,,,,,,,,,,,
g066,a60d006a-ed8b-48c8-b9fd-d783c22affc9,Elena G Nedelcu,Clinical observational,clinical,History matters: Preventing severe allergic transfusion reactions. | A Single-Center Description of Pediatric Transfusion Reactions and Preventable Patient Harm. | Optimized strategy to mitigate daratumumab interference in blood bank testing: Reducing cost and time.,34db631b-b565-41ae-a442-a5fa5228cce6,RFA-DK-27-127,Cooperative Centers for Experimental Hematology (CCEHs) (U54- Clinical Trial Not Allowed),Clinical Trial Not Allowed,none,"The NIDDK Cooperative Centers for Experimental Hematology (CCEHs) Program was created in 2014 to increase access to critical research resources by enhancing collaboration in the national multidisciplinary research effort to study normal hematopoiesis and combat nonmalignant hematologic diseases. The CCEH Program aims to foster broad, meritorious basic and translational research on significant questions in nonmalignant hematology; provide national access to innovative, state-of-the-art technologies, knowledge, and expertise uniquely needed by the larger hematology community; engage and…",current,,,,,,,,,,,
g067,fe574dcb-1fe3-4dc1-8d6a-f0595235ed26,Kristen E Mengwasser,Molecular / cellular mechanistic,discovery,Genetic Screens Reveal FEN1 and APEX2 as BRCA2 Synthetic Lethal Targets. | Genetic analysis of cancer drivers reveals cohesin and CTCF as suppressors of PD-L1. | Functional genomics reveals that tumors with activating phosphoinositide 3-kinase mutations are dependent on accelerated protein turnover.,7738100f-41f8-4f8e-9f26-07b2055653bf,PAR-27-071,Discovery of the Genetic Basis of Childhood Cancers and of Congenital Anomalies: Gabriella Miller Kids First Pediatric Research Program (X01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,population,"As part of the Gabriella Miller Kids First Pediatric Research Program (Kids First Program), the NIH invites applications to submit samples from pediatric cohorts for whole genome sequencing at a Kids First Program supported genomic data generating centers. Applicants are encouraged to propose sequencing of existing pediatric cancer or congenital anomaly cohorts to elucidate the genetic contribution (somatic and/or germline) to childhood cancers, to investigate the genetic etiology of congenital anomalies, to study the molecular basis of the associations between congenital anomalies and…",current,,,,,,,,,,,
g068,ad5226ff-7139-44df-a6f0-c7e6ee9b83c0,Zoltan G Laszik,Human biospecimen / translational human biology,translational,UNLOCKING MULTI-SAMPLE DIFFERENTIAL EXPRESSION FOR SPATIAL TRANSCRIPTOMICS DATA WITH TESSERA. | Case Series of Histopathological Findings in Chronic Kidney Disease: Insights From the Kidney Precision Medicine Project. | Novel In Situ Hybridization and Multiplex Immunofluorescence Technology Combined With Whole-slide Digital Image Analysis in Kidney Transplantation.,6d33b76b-4816-420b-93e4-dc77c0d64bf9,RFA-DK-27-109,Single Source Competition: Continuation of the Cardiovascular Repository for Type 1 Diabetes (CaRe-T1D) - Resource Center (U24 Clinical Trial Not Allowed),Clinical Trial Not Allowed,none,"This Notice of Funding Opportunity (NOFO) invites a single cooperative agreement application for the Resource Center for the Cardiovascular Repository for Type 1 Diabetes (CaRe-T1D). The purpose of CaRe-T1D is to support innovative, discovery and mechanistic research through the study of human cardiovascular (CV) tissue. This research seeks to better understand cardiovascular disease (CVD) in type 1 diabetes, highlight differences compared to type 2 diabetes, and ultimately guide the development of therapies to treat this major cause of morbidity and mortality for individuals with type 1…",current,,,,,,,,,,,
g069,d319da9b-04c1-428d-a741-cae7f49cefaa,Katerina Akassoglou,Molecular / cellular mechanistic,discovery,"Neurovascular Interactions: Mechanisms, Imaging, Therapeutics (1R35NS143067-01 · FY2025 · R35) | Three-Dimensional Imaging of Fibrinogen and Neurovascular Alterations in Alzheimer's Disease. | Breaking barriers in postoperative delirium.",8377a065-fed6-42a9-91a3-b8b66c3c45bf,PAR-25-038,Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high-confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular, and circuit substrates of neural function. For the purposes of this NOFO, the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ or in vitro…",current,,,,,,,,,,,
g070,95effb4f-2266-434a-8a2c-897d9fcea97a,Synthia H Mellon,Human biospecimen / translational human biology,translational,Circulating cell-free mitochondrial DNA levels and glucocorticoid sensitivity in a cohort of male veterans with and without combat-related PTSD. | Kynurenine Metabolism is Associated with Antidepressant Response to Selective Serotonin Reuptake Inhibitors. | Low serum brain-derived neurotrophic factor is associated with suicidal ideation in major depressive disorder.,2eba4120-7afb-49d9-b61b-26fb601619b4,PAR-25-282,Mood and Psychosis Symptoms during the Menopause Transition (R21 Clinical Trial Optional),Clinical Trial Optional,none,"The purpose of this Notice of Funding Opportunity (NOFO) is to encourage applications that will advance mechanistic and translational research on the onset and worsening of mood and psychotic disorders during the menopausal transition (or perimenopause). In particular, NIMH seeks research that will advance understanding of the underlying neurobiological and behavioral mechanisms of mood disruption, emotion dysregulation, and psychosis during the menopausal transition and that will identify novel targets for future mental health interventions or prevention efforts. This NOFO uses the R21…",current,,,,,,,,,,,
g071,f1061ae4-0bfd-4e65-a8b1-59dc4c8997d7,Elizabeth H Blackburn,Basic / fundamental discovery,discovery,"UCSF Profiles narrative (prior — reliability 0.6, never counted as a source) | Hallmark features of conventional BCS superconductivity in 2H-TaS2. | Understanding the superconductivity and charge density wave interaction through quasi-static lattice fluctuations.",0527863e-e18a-43f2-aa19-7b4a71ebb983,PAR-25-272,New Approaches for Measuring Brain Changes Across Longer Timespans (R21 Clinical Trial Optional),Clinical Trial Optional,cross_cutting,"The purpose of this funding opportunity is to encourage multidisciplinary investigators to develop exploratory, highly novel new approaches, or innovative applications of existing approaches, to measure brain activity, connectivity, genomics, or other aspects across the age spectrum of neurodevelopment. The overarching goal is to extend our understanding of brain development and aging, including studies of the neurodevelopmental origins of later health and disease, by improving repeated measures across longer epochs of the lifespan to better predict outcomes at later ages. Research can…",current,,,,,,,,,,,
g072,f231b6f8-6a24-45d4-b9c7-e12ed90814a6,Ajay V Maker,Clinical observational,clinical,Improved survival of patients receiving immunotherapy and chemotherapy following curative-intent resection of colorectal liver metastases. | Impact of coronary artery stenting on perioperative mortality and complications in patients undergoing pancreaticoduodenectomy. | Minimally Invasive Versus Open Resection for Solid Pseudopapillary Tumors of the Pancreas: A Propensity Score-Matched Analysis.,49640efe-2d80-4f97-8519-dd41989344d8,PAR-25-069,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R01 Clinical Trial Optional),Clinical Trial Optional,none,"Through this notice of funding opportunity (NOFO), the National Cancer Institute (NCI) invites applications for investigator-initiated studies addressing mechanisms by which incretin mimetics, specifically glucagon-like peptide (GLP)-1 or dual GLP-1/ glucose?dependent insulinotropic polypepide (GIP)-1 receptor agonists (RAs), impact cancer risk. The focus on these agents is due to their reported effects on thyroid, prostate and other cancer risks, and the generally more favorable efficacy and side effect profile compared to other classes of incretin mimetics. In addition, this NOFO seeks to…",current,,,,,,,,,,,
